Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-13,405.4412009596675,409.4258810673793,404.8036375500993,408.9676513671875,23891700,0.0,0.0
2025-02-14,406.22818963820515,407.3438952203064,404.3255012113121,406.86572265625,22758500,0.0,0.0
2025-02-18,406.43737251439387,409.0274206742818,404.943117468385,408.07110595703125,21423100,0.0,0.0
2025-02-19,406.3178313932664,413.8986706302125,406.0887013451084,413.1814270019531,24114200,0.0,0.0
2025-02-20,414.52900508229465,418.5416276159257,411.78404435480104,415.3674621582031,23508700,0.83,0.0
2025-02-21,416.57521868274245,417.28390907488637,407.14255413255484,407.4619445800781,27524800,0.0,0.0
2025-02-24,407.7614192904554,408.6198287275297,398.58825743588903,403.2596740722656,26443700,0.0,0.0
2025-02-25,400.3649855487621,401.18349019975926,395.9730546936776,397.17083740234375,29387400,0.0,0.0
2025-02-26,397.28064827533655,402.860400830509,393.5275288045757,398.99749755859375,19619000,0.0,0.0
2025-02-27,400.53467393026557,404.9964840093174,391.45137377356565,391.8106994628906,21127400,0.0,0.0
2025-02-28,391.94046026830176,396.9013540385077,385.86162375466716,396.26251220703125,32845700,0.0,0.0
2025-03-03,398.0891633417286,398.0891633417286,385.4523593369203,387.778076171875,23007700,0.0,0.0
2025-03-04,382.6974135187692,391.86058386063223,380.30181761040467,387.8978576660156,29342900,0.0,0.0
2025-03-05,388.62653647287385,400.9339589862258,388.09750890861034,400.2851257324219,23433100,0.0,0.0
2025-03-06,393.557486671848,401.4130601425524,391.9604125552081,396.1627197265625,23304600,0.0,0.0
2025-03-07,391.601087821307,394.07652376953155,384.83351327034705,392.5892639160156,22034100,0.0,0.0
2025-03-10,385.1329632711281,385.69193466137494,376.5287638766263,379.46337890625,32840100,0.0,0.0
2025-03-11,378.30548307291184,385.29265558349334,376.2193166501511,379.7528381347656,30380200,0.0,0.0
2025-03-12,382.2482670126177,384.5140963348653,378.2555969008229,382.5676574707031,24253600,0.0,0.0
2025-03-13,382.4578672121625,384.6139126915579,376.75833925298997,378.0758972167969,20473000,0.0,0.0
2025-03-14,379.0840519928303,389.51491455417886,378.81455773398244,387.84796142578125,19952800,0.0,0.0
2025-03-17,385.9913968692823,391.99036302361236,384.8634626840814,387.98773193359375,22474300,0.0,0.0
2025-03-18,386.36071271152235,386.6601507855219,380.4016513456866,382.81719970703125,19486900,0.0,0.0
2025-03-19,384.8235322758774,388.9659214939022,383.29633715100766,387.1093444824219,19185500,0.0,0.0
